ticker,name,sector,industry,price,week_52_low,week_52_high,market_cap,ebitda,eps,pe_ratio,price_to_sales,book_value_per_share,dividend_yield,sec_filings,revenue_ttm,debt_to_equity,levered_fcf,roa
PHM,PulteGroup,Consumer Discretionary,Homebuilding,113.78,100.24,149.47,23334230016,3788722944,14.7,7.740136054421769,1.3473346,56.30800050676211,0.0078,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM,,,,
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,212.66,159.57,250.82,19097909248,1624999936,8.93,23.81410974244121,2.3361073,47.81299932613034,0.021,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG,,,,
PLD,Prologis,Real Estate,Industrial REITs,119.25,100.82,135.76,110446362624,5739131904,3.31,36.027190332326285,13.40497,57.23499811904438,0.0327,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD,,,,
PLTR,Palantir Technologies,Information Technology,Application Software,82.49,16.145,85.22,187913879552,397707008,0.2,412.44999999999993,71.009026,1.9820000088419927,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLTR,,,,
PM,Philip Morris International,Consumer Staples,Tobacco,130.2,87.82,134.15,202438852608,15301000192,6.29,20.699523052464226,5.4391265,,0.0414,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM,,,,
PNC,PNC Financial Services,Financials,Diversified Banks,200.95,139.69,216.26,79563538432,,13.74,14.625181950509461,3.8841798,124.56400274505712,0.0319,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC,,,,
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,103.68,72.03,110.71,17131151360,978700032,4.0,25.92,4.1839423,21.174998372253697,0.0097,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR,,,,
PNW,Pinnacle West,Utilities,Multi-Utilities,86.96,65.2,95.42,9887351808,1978172032,5.32,16.345864661654133,1.969168,58.22700120498288,0.041100003,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW,,,,
PODD,Insulet Corporation,Health Care,Health Care Equipment,278.38,160.19,284.62,19526909952,410600000,5.88,47.343537414965986,9.842689,15.939000543705543,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PODD,,,,
POOL,Pool Corporation,Consumer Discretionary,Distributors,344.25,293.51,422.73,13100605440,679414976,11.64,29.574742268041234,2.4595037,37.61500028300029,0.0138,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=POOL,,,,
PPG,PPG Industries,Materials,Specialty Chemicals,115.38,113.0,145.6,26768158720,2870000128,6.31,18.28526148969889,1.4846455,33.56900004966396,0.0222,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG,,,,
PPL,PPL Corporation,Utilities,Electric Utilities,33.6,25.35,35.15,24795791360,3276000000,1.11,30.27027027027027,2.9939377,19.10100006241934,0.0308,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL,,,,
PRU,Prudential Financial,Financials,Life & Health Insurance,120.76,101.72,130.55,42982227968,5557333504,11.23,10.753339269813,0.58907205,85.45500117681075,0.0427,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU,,,,
PSA,Public Storage,Real Estate,Self-Storage REITs,298.48,256.31,369.99,52288626688,3353046016,9.63,30.994807892004154,11.128495,30.038996954334745,0.0403,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA,,,,
PSKY,,Communication Services,Movies & Entertainment,,,,,,,,,,,,,,,
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,117.87,108.91,174.08,48679014400,5571999744,7.83,15.053639846743295,0.32949555,69.54699517094743,0.0381,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX,,,,
PTC,PTC Inc.,Information Technology,Application Software,193.48,163.3,203.09,23286478848,698484992,3.11,62.21221864951768,10.131287,26.76100053057266,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PTC,,,,
PWR,Quanta Services,Industrials,Construction & Engineering,307.61,197.46,365.88,45406924800,1868978048,5.41,56.85951940850278,1.9825476,47.903001382087474,0.0013,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR,,,,
PYPL,PayPal,Financials,Transaction & Payment Processing Services,88.58,55.77,93.66,89797091328,6120999936,4.14,21.396135265700483,2.854598,20.054000910150084,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL,,,,
Q,,Information Technology,Semiconductor Materials & Equipment,,,,,,,,,,,,,,,
QCOM,Qualcomm,Information Technology,Semiconductors,172.93,139.26,230.63,191155077120,11959000064,8.99,19.235817575083427,4.906193,23.606001971721586,0.0198,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM,,,,
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",266.6,113.1,277.08,71688740864,5641999872,10.99,24.25841674249318,4.465197,26.201999529032328,0.0093,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL,,,,
REG,Regency Centers,Real Estate,Retail REITs,71.84,56.51,76.53,13118127104,917937984,2.12,33.886792452830186,8.805218,36.140002263780765,0.0392,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG,,,,
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,672.98,666.25,1211.2,73953771520,4598000128,40.44,16.641444114737883,5.3407407,272.0400306068278,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN,,,,
RF,Regions Financial Corporation,Financials,Regional Banks,24.64,17.42,27.96,22394408960,,1.93,12.766839378238343,3.4158645,18.6270010324227,0.040799998,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF,,,,
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,168.48,104.24,174.32,34471006208,,10.24,16.453125,2.6981065,54.08300180690769,0.0116,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF,,,,
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",249.7,143.27,260.77,15505945600,1059800000,10.5,23.780952380952378,2.3005512,39.3289990791785,0.0128,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL,,,,
RMD,ResMed,Health Care,Health Care Equipment,236.18,170.56,260.49,34670276608,1632185984,8.48,27.85141509433962,7.2117286,35.394002171775256,0.0082,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD,,,,
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,278.43,242.81,304.29,31471777792,1613699968,8.29,33.586248492159235,3.808206,30.93099942021734,0.0188,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK,,,,
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,49.5,40.41,52.16,24079620096,757598016,0.97,51.03092783505155,7.273436,2.7210000351256367,0.013300001,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROL,,,,
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,575.65,499.47,581.92,61726375936,2732699904,14.32,40.199022346368714,9.110097,172.67199663660807,0.0061000003,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP,,,,
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,150.56,127.53,163.6,49674108928,2983800064,6.35,23.710236220472442,2.3550117,14.53399977102386,0.010299999,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST,,,,
RSG,Republic Services,Industrials,Environmental & Facilities Services,216.87,171.06,220.58,67913273344,4804800000,6.25,34.6992,4.2935257,35.8400015864989,0.0106,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG,,,,
RTX,RTX Corporation,Industrials,Aerospace & Defense,128.95,88.9,132.43,171675009024,12570999808,3.55,36.32394366197183,2.1719465,45.915003228470994,0.0202,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTX,,,,
RVTY,Revvity,Health Care,Health Care Equipment,126.13,97.32,129.5,15350273024,788105984,2.09,60.34928229665072,5.6402583,64.88400357502474,0.0022,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RVTY,,,,
SATS,,Communication Services,Wireless Telecommunication Services,,,,,,,,,,,,,,,
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,197.56,183.64,252.64,21242243072,1785819008,6.33,31.21011058451817,7.9829307,,0.0197,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC,,,,
SBUX,Starbucks,Consumer Discretionary,Restaurants,107.68,71.55,110.08,123816919040,6700000256,3.06,35.189542483660134,3.4226072,,0.024300002,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX,,,,
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,82.72,61.01,83.73,151423926272,,2.99,27.665551839464882,8.081977,20.783000550729415,0.0124,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW,,,,
SHW,Sherwin-Williams,Materials,Specialty Chemicals,358.16,282.09,400.42,90203668480,4399799808,10.56,33.916666666666664,3.912797,16.584998883327987,0.007900001,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW,,,,
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,106.89,99.81,134.62,11374806016,1977900032,4.95,21.593939393939394,1.3384329,72.45099780254341,0.038,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM,,,,
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,40.28,36.52,55.69,57463042048,8130999808,3.05,13.206557377049181,1.5964173,15.232999851149238,0.026800001,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB,,,,
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",28.52,17.25,122.9,16700313600,1304590720,2.01,14.18905472636816,1.117612,9.319999503281933,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SMCI,,,,
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,355.15,252.98,373.9,18641752064,1480000000,19.44,18.269032921810698,3.6530967,104.2740008934416,0.0239,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA,,,,
SNDK,,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,,,,,,,,,,,
SNPS,Synopsys,Information Technology,Application Software,525.48,457.52,629.38,81227644928,1652390016,9.26,56.747300215982726,12.528483,50.18700264745321,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS,,,,
SO,Southern Company,Utilities,Electric Utilities,83.95,65.8,94.45,91982331904,13061000192,4.29,19.568764568764568,3.4804878,30.390000542277797,0.0339,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO,,,,
SOLV,Solventum,Health Care,Health Care Technology,74.06,47.16,77.17,12794382336,1840000000,0.38,194.89473684210526,1.5574416,18.47700020138583,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOLV,,,,
SPG,Simon Property Group,Real Estate,Retail REITs,173.86,135.15,186.0,65279733760,4353110016,7.52,23.119680851063833,11.0475025,8.18999931647941,0.0478,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG,,,,
SPGI,S&P Global,Financials,Financial Exchanges & Data,521.41,407.69,533.29,161793507328,6645000192,11.31,46.10167992926613,11.751417,109.54600083248322,0.0073,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI,,,,
SRE,Sempra,Utilities,Multi-Utilities,82.93,66.4,95.77,52527775744,4930999808,4.54,18.26651982378855,4.066247,45.50400112023356,0.0298,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE,,,,
STE,Steris,Health Care,Health Care Equipment,220.65,197.82,248.24,21779765248,1325649024,5.94,37.14646464646464,4.0896935,66.79799822156573,0.010299999,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STE,,,,
STLD,Steel Dynamics,Materials,Steel,128.2,104.6,155.56,19899973632,2689149952,9.65,13.284974093264246,1.1116264,59.340000335118255,0.015,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STLD,,,,
STT,State Street Corporation,Financials,Asset Management & Custody Banks,101.62,70.2,102.735,29344403456,,8.21,12.377588306942751,2.3385723,78.22100103791772,0.030299999,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT,,,,
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",96.36,82.31,115.32,20806629376,1211000064,5.4,17.84444444444444,2.8639545,,0.028399998,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX,,,,
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,180.8,176.51,274.87,33316921344,3887300096,3.67,49.26430517711172,3.2693136,53.27299812713589,0.0184,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ,,,,
SW,Smurfit WestRock,Materials,Paper & Plastic Packaging Products & Materials,53.09,38.55,56.986,27615082496,2172999936,0.72,73.73611111111111,1.6805674,34.68000040500283,0.0434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SW,,,,
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,88.07,77.7,110.88,13577223168,1663699968,-1.24,-71.02419354838709,0.8826868,57.47200319916825,0.0365,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK,,,,
SWKS,Skyworks Solutions,Information Technology,Semiconductors,88.76,82.13,120.86,14267370496,1136199936,3.69,24.05420054200542,3.2635002,39.65400052842217,0.0335,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS,,,,
SYF,Synchrony Financial,Financials,Consumer Finance,68.98,37.99,70.93,26784935936,,8.55,8.067836257309942,2.9737911,37.91599863858589,0.015,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF,,,,
SYK,Stryker Corporation,Health Care,Health Care Equipment,391.29,314.93,406.19,149166014464,5693000192,7.77,50.35907335907336,6.788296,52.85499720704248,0.0085,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK,,,,
SYY,Sysco,Consumer Staples,Food Distributors,72.92,69.03,82.89,35674652672,4410999808,3.9,18.6974358974359,0.4475668,3.7819999622422387,0.026500002,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY,,,,
T,AT&T,Communication Services,Integrated Telecommunication Services,23.73,15.94,24.98,172367593472,42773000192,1.47,16.142857142857142,1.4121547,14.265999877960473,0.048899997,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T,,,,
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,54.75,49.19,69.18,11286548480,2418400000,4.44,12.33108108108108,0.96613216,64.62599608136289,0.0319,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP,,,,
TDG,TransDigm Group,Industrials,Aerospace & Defense,1353.34,1100.86,1451.32,75841175552,3888000000,25.66,52.74123148869836,9.551785,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG,,,,
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,511.33,355.41,522.5,23829153792,1346000000,17.23,29.67672663958212,4.2607603,205.77699195673662,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDY,,,,
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,73.55,61.16,85.57,11686507520,308515008,0.95,77.42105263157895,9.974972,13.460999613282228,0.0044,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TECH,,,,
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,147.97,137.61,159.98,44147294208,3761999872,6.34,23.339116719242902,2.7861972,41.19499850345533,0.0175,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL,,,,
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,115.79,93.87,163.21,18857674752,640716992,3.31,34.98187311178248,6.8884096,17.811000230024785,0.0039,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TER,,,,
TFC,Truist Financial,Financials,Diversified Banks,47.62,34.23,49.06,63191261184,,-0.3,-158.73333333333332,4.3589196,44.461001390223245,0.0462,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TFC,,,,
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,137.91,120.21,181.86,63192018944,9230999552,9.42,14.640127388535031,0.5889284,29.093997598811683,0.0287,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT,,,,
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,124.79,92.35,128.0,140283920384,7125000192,4.24,29.431603773584907,2.5220487,6.442000085383991,0.0125,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX,,,,
TKO,,Communication Services,Movies & Entertainment,,,,,,,,,,,,,,,
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,597.75,493.3,627.88,228639375360,10581999616,16.5,36.22727272727273,5.3962564,128.08400682343307,0.0027,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO,,,,
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,232.97,158.84,248.15,266652794880,30663999488,8.77,26.56442417331813,3.33291,55.168001091188344,0.0159,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMUS,,,,
TPL,,Energy,Oil & Gas Exploration & Production,,,,,,,,,,,,,,,
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",72.94,35.23,75.78,16997646336,1439500032,3.45,21.142028985507245,2.5500932,12.798000044917575,0.0184,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR,,,,
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,196.8,84.33,218.51,42914799616,4021700096,5.52,35.652173913043484,2.6464968,11.788998492230224,0.0146,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRGP,,,,
TRMB,Trimble Inc.,Information Technology,Application Software,74.96,48.65,77.78,18424567808,737699968,5.98,12.535117056856185,5.0724244,23.920998922533876,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRMB,,,,
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,116.92,100.49,125.81,25974831104,2648399872,9.13,12.806133625410732,3.7584221,46.13799854846037,0.0428,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW,,,,
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,245.18,200.21,269.56,55557787648,6719000064,21.47,11.419655333022824,1.2253052,122.00899924604032,0.0176,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV,,,,
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,54.36,45.304,61.528,29038841856,1913799040,2.04,26.64705882352941,1.9661303,21.405999271502967,0.0154,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO,,,,
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,404.6,138.8,488.54,1301403926528,13244000256,2.06,196.40776699029126,13.39582,21.805999150503812,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSLA,,,,
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,56.49,51.16,66.88,20120213504,3144000000,2.25,25.10666666666667,0.37742618,51.68199789484374,0.0352,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN,,,,
TT,Trane Technologies,Industrials,Building Products,362.75,265.37,422.0,82430582784,3691200000,11.25,32.24444444444445,4.2515635,33.70999940339574,0.0092,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TT,,,,
TTD,,Communication Services,Advertising,,,,,,,,,,,,,,,
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,185.51,135.24,192.14,32580564992,165600000,-21.21,-8.746346063177745,5.970417,33.040002607436996,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TTWO,,,,
TXN,Texas Instruments,Information Technology,Semiconductors,184.61,155.46,220.39,168404385792,6896999936,5.21,35.4337811900192,10.718884,18.933999713851584,0.0271,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN,,,,
TXT,Textron,Industrials,Aerospace & Defense,76.51,74.89,97.34,14193523712,1644999936,4.33,17.669745958429562,1.015201,37.470998054799246,0.001,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT,,,,
TYL,Tyler Technologies,Information Technology,Application Software,601.64,397.8,638.56,25749350400,368943008,5.45,110.39266055045871,12.39376,76.54599493285463,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TYL,,,,
UAL,United Airlines Holdings,Industrials,Passenger Airlines,105.84,37.02,116.0,34808233984,7482999808,9.45,11.200000000000001,0.62164223,34.77899924152602,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL,,,,
UBER,Uber,Industrials,Passenger Ground Transportation,66.85,54.84,87.0,140766707712,3444999936,2.03,32.93103448275862,3.3551831,7.0240007531494,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UBER,,,,
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,41.74,34.19,47.55,15680049152,989297984,0.38,109.8421052631579,9.346052,10.518999735361726,0.040999997,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR,,,,
UHS,Universal Health Services,Health Care,Health Care Facilities,188.56,152.69,243.25,12438473728,2124051968,15.01,12.562291805463024,0.80676275,100.13800308380016,0.0042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS,,,,
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,412.15,318.17,574.76,19112425472,1827608064,24.99,16.492597038815525,1.688203,47.167997495054884,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA,,,,
UNH,UnitedHealth Group,Health Care,Managed Health Care,542.49,436.38,630.73,502079356928,35035000832,15.41,35.203763789746915,1.2746431,102.42100146137167,0.0155,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH,,,,
UNP,Union Pacific Corporation,Industrials,Rail Transportation,247.79,218.55,258.66,150224420864,12030000128,11.1,22.323423423423424,6.185129,27.325001554875186,0.0227,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP,,,,
UPS,United Parcel Service,Industrials,Air Freight & Logistics,114.23,113.3601,158.95,97480458240,12007999488,6.74,16.948071216617212,1.0749229,19.76199793574228,0.048699997,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS,,,,
URI,United Rentals,Industrials,Trading Companies & Distributors,758.06,596.48,896.98,49506701312,4542000128,38.7,19.588113695090435,3.3052945,130.60400605554918,0.0086,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI,,,,
USB,U.S. Bancorp,Financials,Diversified Banks,47.78,37.81,53.98,74536796160,,3.79,12.606860158311346,2.9938064,33.35100233792062,0.039300002,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB,,,,
V,Visa Inc.,Financials,Transaction & Payment Processing Services,341.8,252.7,351.25,662322937856,24973000704,9.88,34.59514170040486,18.435755,15.820000423964904,0.0069,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V,,,,
VEEV,,Health Care,Health Care Technology,,,,,,,,,,,,,,,
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,29.77,27.075,34.29,31382640640,3661391104,2.7,11.025925925925925,8.247698,24.934998972279352,0.058000002,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VICI,,,,
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,133.0,116.84,184.79,42105802752,7816000000,8.59,15.483119906868453,0.32708365,79.76699401321721,0.0324,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO,,,,
VLTO,Veralto,Industrials,Environmental & Facilities Services,103.39,75.05,115.0,25569173504,1264999936,3.24,31.910493827160494,4.9784217,7.905000534059665,0.0042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLTO,,,,
VMC,Vulcan Materials Company,Materials,Construction Materials,274.15,225.36,298.31,36204523520,1985699968,6.41,42.76911076443057,4.893627,59.56899987093202,0.0067000003,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC,,,,
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,287.44,217.34,296.58,40589692928,1363000064,6.48,44.35802469135802,14.376684,2.11899985919532,0.0054,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK,,,,
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,215.0,167.05,217.66,20661499904,1089200000,8.58,25.058275058275058,13.395682,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN,,,,
VRT,,Industrials,Electrical Components & Equipment,,,,,,,,,,,,,,,
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,461.68,377.85,519.88,118895984640,4446600192,-1.89,-244.27513227513228,11.189367,60.64599943097743,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX,,,,
VST,Vistra Corp.,Utilities,Electric Utilities,168.03,42.225,199.84,57168171008,6019999744,5.31,31.644067796610173,3.514797,8.70199962660586,0.005,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VST,,,,
VTR,Ventas,Real Estate,Health Care REITs,60.42,41.45,67.61,25346854912,1857009024,-0.14,-431.57142857142856,5.2837706,23.277000193358596,0.0299,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR,,,,
VTRS,Viatris,Health Care,Pharmaceuticals,11.28,9.93,13.62,13463695360,4586699776,-0.73,-15.452054794520548,0.8946869,16.582001193227867,0.042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTRS,,,,
VZ,Verizon,Communication Services,Integrated Telecommunication Services,39.39,37.59,45.36,165817319424,48428998656,4.14,9.51449275362319,1.2352579,22.882000445673285,0.0692,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ,,,,
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,207.92,131.33,210.7434,35739369472,2110000000,6.0,34.65333333333333,3.4597645,59.112000267698434,0.0038,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAB,,,,
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,415.48,279.24,423.0,24669624320,1008035008,10.47,39.6829035339064,8.491696,27.003000954476924,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT,,,,
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,10.44,6.64,12.7,26052601856,7144999936,-4.5,-2.32,0.6582597,14.315000488821616,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBD,,,,
WDAY,,Information Technology,Application Software,,,,,,,,,,,,,,,
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",65.13,52.77,81.55,22515961856,2134000000,3.46,18.823699421965316,1.5692753,31.539000058254896,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC,,,,
